,decimalLatitude,decimalLongitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
Carex_micropoda|ARK|spm00001632|Dornera,55.86124137,-127.2789247,-0.214611872,91.71689498,29.8630137,7479.799087,162.5251142,-140.6347032,303.1598174,33.73059361,8.867579909,98.06849315,-90.40182648,1081.388128,151.8995434,48.96347032,35.87671233,403.8401826,165.9223744,245.5205479,292.1187215
Carex_microptera|NEV|spm00000934|Ovales,42.71653968,-114.761213,31.10055249,141.6022099,39.50055249,7412.047514,227.0088398,-130.2187845,357.2276243,25.90828729,59.49944751,127.4574586,-60.30939227,658.8696133,96.14364641,22.42983425,40.97569061,264.3801105,82.39116022,124.7016575,220.4110497
Carex_mildbraediana|BUR|spm00004361|Spirostachyae,-2.344829,29.08967931,170.3076923,102.0769231,84.07692308,305.3076923,231,110.1538462,120.8461538,170.0769231,167.6153846,173.0769231,166,1592.846154,212.3076923,22.92307692,45.46153846,566.6153846,118.0769231,369.0769231,248
Carex_minor|NA|spm00004412|Uncinia,-41.78363292,159.2373371,101.0816327,86.28571429,45.81632653,3417.714286,199.244898,13.24489796,186,73.04081633,125.6734694,144.2244898,56.10204082,1956,203.9591837,107.5102041,17.63265306,586.4897959,390,402.1020408,553.9591837
Carex_misera|TEN|spm00001764|Hymenochlaenae,37.1119005,-85.68151463,96.625,126.125,38.125,7207.375,258.625,-67.75,326.375,162.25,22.5,187.25,1.375,1298.75,129.125,90,13.625,364,283.5,357.875,288.375
Carex_missouriensis|ILL|spm00001067|Ovales,38.56665874,-93.02681308,124.8947368,121.3157895,31.02631579,9540.868421,318.3157895,-76.47368421,394.7894737,210.7105263,-3.973684211,243.2105263,-3.973684211,966.8684211,129.8684211,32.42105263,38.76315789,346.2631579,112.7631579,324.3684211,112.7631579
Carex_mitchelliana|ALA|spm00001101|Phacocystis,37.6320598,-77.2350676,135,111.2,33.7,7788.3,298.2,-28.4,326.6,164.6,139,233.1,32.9,1187.9,129.9,78.1,14,348.3,253.6,314.4,298.2
Carex_mitrata|CHS|spm00000085|Mitratae,35.08912816,137.3860772,139.127451,89.78431373,28.24509804,7681.504902,295.2696078,-16.64705882,311.9166667,217.4656863,46.58333333,238.4215686,41.69117647,1697.740196,239.5294118,58.57352941,43.91666667,630.2696078,194.5980392,593.245098,202.3529412
Carex_molesta|DEL|spm00001070|Ovales,39.54456086,-93.60086837,116.7635468,122.3448276,29.93596059,9774.26601,314.2906404,-88.30049261,402.591133,204.7684729,-11.44827586,237.8128079,-15.408867,929.5172414,124.1724138,31.79310345,39.45320197,333.2364532,110.4876847,311.08867,113.3793103
Carex_molestiformis|ARK|spm00001073|Ovales,36.79782627,-92.37883464,137.0909091,135.0909091,34.81818182,8664.090909,325.4545455,-58.36363636,383.8181818,166.5454545,35.36363636,244.8181818,19.90909091,1097.181818,125.2727273,54.54545455,22.54545455,338.9090909,204.3636364,281.5454545,206.9090909
Carex_monostachya|KEN|spm00000211|Capituligerae,3.787948692,37.59602562,118,130.3076923,77.76923077,825.9230769,204.8461538,37.76923077,167.0769231,119.5384615,112.8461538,128.5384615,107.3846154,1303.230769,235.6923077,33.38461538,64.53846154,567.8461538,141.6153846,369,201.6923077
Carex_monotropa|NAT|spm00000215|Ceratocystis,-29.1684075,29.03797625,94.25,121.5,52,3716.75,197.625,-33.625,231.25,136,42.875,136.875,42.375,870.125,141.75,9.625,66,396.25,41.5,395.5,42.125
Carex_montana|YUG|spm00000543|Acrocystis,54.05853804,11.95345447,71.12387691,78.27178796,29.10601977,6654.545373,214.8736523,-50.18766846,265.0613208,132.6940701,18.95283019,157.3416442,-13.03638814,746.282345,85.50999551,41.54627134,23.76740791,243.7966083,134.9274483,226.9997754,164.3781447
Carex_moorcroftii|CHQ|spm00003370|Racemosae,33.17055483,81.39926783,-40.18181818,123.5741627,33.84688995,8194.607656,136.7511962,-223.8133971,360.5645933,57.81818182,-95.72248804,63.20574163,-146.6698565,237.0143541,49.30143541,4.502392344,63.03827751,119.8516746,21.44497608,110.8038278,33.24401914
Carex_morii|KOR?|spm00000340|Decorae,23.89752652,121.4214418,187.3,69.5,41.8,3500.9,265.05,98.4,166.65,222.1,142.6,227.45,139.55,2900.05,500.05,89.75,58.25,1337.8,295.2,1261.65,305.05
Carex_mossii|NAT|spm00003760|Rhynchocystis,-30.05956048,28.55043662,158.8571429,131.8571429,58.38095238,3231.285714,259.9047619,34.76190476,225.1428571,195.2857143,115.3333333,196.1428571,113.952381,838.1428571,129.1428571,16.57142857,57.04761905,364.952381,61.14285714,362,62.61904762
Carex_moupinensis|NA|spm00003610|Hypolytroides,28.84491743,104.3747321,162.4285714,77.85714286,29.14285714,6555.857143,293.1428571,28.57142857,264.5714286,235.7142857,72,241.8571429,72,1232.428571,275.4285714,13,86.28571429,708.4285714,48.42857143,682.1428571,48.42857143
Carex_mucronata|ITA|spm00000534|Aulocystis,47.12694021,11.62976597,56.68378378,87.58918919,31.85675676,6486.57027,198.6081081,-71.94324324,270.5513514,125.7567568,-2.813513514,137.772973,-28.04864865,1105.32973,141.1756757,58.57567568,30.61351351,403.4405405,192.5837838,390.1027027,205.2540541
Carex_muehlenbergii|WIS|spm00002520|Phaestoglochin,34.15649501,-89.46383964,131.89,126.58,40.412,7250.322,297.848,-38.628,336.476,168.874,62.222,221.292,34.114,1052.634,142.102,45.954,37.7,377.646,157.77,299.348,169.668
Carex_multicaulis|CAL|spm00001092|Firmiculmes,37.81773126,-119.6105429,104.7952218,147.7935154,46.73208191,5918.638225,287.8071672,-25.95392491,313.7610922,40.97269625,178.6177474,184.1569966,36.59897611,912.3515358,164.0017065,4.843003413,76.5887372,458.0477816,32.09726962,42.06484642,444.4692833
Carex_multicostata|CAL|spm00001093|Ovales,38.94281242,-120.0954739,58.45243619,139.1392111,44.45939675,5995.341067,238.6937355,-70.72853828,309.4222738,-3.561484919,134.5545244,139.1925754,-9.656612529,910.5545244,155.4802784,10.98607889,67.45939675,431.8654292,50.39211137,58.25986079,421.0069606
Carex_multifaria|CLC|spm00005101|Uncinia,-37.39056667,-72.45953333,112.6666667,115.6666667,54.33333333,3324.666667,240.3333333,28.33333333,212,77.33333333,155.3333333,157.3333333,71.33333333,1203,227.6666667,21.33333333,76.66666667,642.6666667,81.33333333,81.66666667,601
Carex_munda|EHM|spm00003372|Mundae,28.01116667,90.9632222,56.33333333,122.1333333,45.73333333,5165.933333,169.5333333,-94.8,264.3333333,116.6666667,-5.4,118,-13.46666667,880.8666667,209.9333333,4.933333333,98.93333333,546.7333333,24.26666667,545,28.4
Carex_muriculata|NWM|spm00001810|Schiedeanae,29.58593275,-103.908498,168,153.25,47.5,6084.25,321.25,1.5,319.75,234.75,110.25,242.25,86.75,335.5,70,6,77,178,23,154.5,28.25
Carex_muskingumensis|MIC|spm00001115|Ovales,40.84230937,-88.49368868,103.7647059,113.0882353,28.55882353,9728.882353,297.3431373,-92.65686275,390,198.3431373,-13.7254902,224.1176471,-27.81372549,932.7647059,106.3823529,41.19607843,27.41176471,302.3529412,148.0196078,287.2843137,150.6862745
Carex_nakaoana|CHT|spm00003374|Aulocystis,28.57151025,87.04877875,54.75,128.5,46.5,5315.25,174.25,-101,275.25,116,-10.5,117.25,-17.5,1098.75,290.5,2.25,111.75,750.75,17.5,749,24
Carex_nardina|QUE|spm00001510|Nardinae,68.42619126,-33.4088991,-51.05666897,69.65653075,22.55355909,8499.208708,114.3213545,-196.2135453,310.5348998,27.06496199,-82.36351071,61.87836904,-152.650311,594.3697305,75.63510712,29.18797512,32.50034554,203.5680719,97.46786455,161.7795439,150.8735314
Carex_nebraskensis|CAL|spm00001116|Phacocystis,43.60430264,-110.4991402,57.18181818,148.8181818,38,8242.727273,266,-121.6363636,387.6363636,114.3636364,-14.18181818,164.3636364,-45.81818182,413.2727273,69,12.81818182,53.27272727,179.3636364,44.81818182,126.7272727,84.72727273
Carex_neesii|EHM|spm00005194|Kobresia,29.28841589,87.24558294,55.24074074,118.7037037,42.94444444,5614.833333,178.5555556,-95.68518519,274.2407407,102.8703704,-0.351851852,122.6851852,-20.2037037,826.1296296,192.7037037,7.222222222,90.85185185,487.2037037,40.48148148,464.5185185,69.33333333
Carex_negrii|SOM|spm00003349|Graciles,9.166667,41.066667,185,132,76,1053,272,100,172,187,170,198,170,1061,204,10,67,510,64,316,64
Carex_nelsonii|MNT|spm00001832|Racemosae,39.55024509,-106.652241,-7.111111111,142.9259259,39.66666667,7466.740741,184.037037,-172.0740741,356.1111111,19.55555556,3.962962963,91.07407407,-96.66666667,710.9259259,76.96296296,39.59259259,19.03703704,211.7407407,139.037037,192.2592593,167.8518519
Carex_nemostachys|CHS|spm00000088|Confertiflorae,26.10966207,117.9002928,187.2325581,81.93023256,32.51162791,6049.883721,311.0465116,53.88372093,257.1627907,236.9069767,116.0232558,261.0465116,106.255814,1766.930233,296.5813953,46.72093023,58,773.627907,162.744186,642.1860465,180.4883721
Carex_nemurensis|NA|spm00004619|Glareosae,36.12,138.17,61,99,28,8621,234,-112,346,170,-49,170,-49,1690,234,48,51,686,160,686,160
Carex_neochevalieri|SIE|spm00002179|Indicae,1.3366665,19.9991665,195.5,107.25,73.75,747.75,271.75,127.5,144.25,189.5,195.25,204.25,185,1748,301.5,6.25,68.75,816,40.75,285.25,585.25
Carex_nervata|KOR|spm00000010|Mitratae,35.74405476,138.2328571,129.416,92.424,28.224,7935.88,290.704,-30.944,321.648,215.512,34.656,231.64,28.8,1591.024,222.824,54.2,44.888,602.728,179.2,583.648,189.616
Carex_nervina|CAL|spm00001840|Vulpinae,39.43611556,-120.6508119,62.94736842,143.3909774,44.63909774,6098.285714,249,-68.22556391,317.2255639,-1.902255639,143.5789474,144.6240602,-6.706766917,951.9097744,163.0075188,9.744360902,68.84962406,450.7969925,47.41353383,52.55639098,443.0902256
Carex_neurocarpa|JAP|spm00002534|Phleoideae,35.5580211,138.0729457,140.0862069,92.94827586,28.55172414,7722.12069,297.8965517,-21.96551724,319.862069,219.9482759,41.68965517,239.5517241,41.68965517,1487.706897,206.4655172,44.9137931,46.24137931,557.3275862,150.5862069,539.1896552,150.5862069
Carex_neurophora|WAS|spm00001615|Vulpinae,43.35173623,-117.7184454,40.95652174,138.3768116,40.95652174,6710.188406,233.9855072,-100.0144928,334,-5.565217391,103.3623188,129.7246377,-39.98550725,1062.072464,165.6956522,24.11594203,46.49275362,468.7101449,98.66666667,113.8550725,433.3043478
Carex_nigerrima|PAK|spm00003469|Racemosae,34.64333333,72.96,128,105.6666667,32.66666667,7809.333333,289.3333333,-28,317.3333333,89.33333333,88.33333333,225,23.33333333,926.3333333,132,25.66666667,44.33333333,353.6666667,107.6666667,248.6666667,218.6666667
Carex_nigra|NFL|spm00001495|Phacocystis,58.35412778,11.62518686,57.40704942,68.74650429,26.88343321,6570.016367,192.8571429,-62.79792512,255.655068,102.2872608,12.74708422,143.0616019,-24.56086088,787.9501901,93.02751466,41.12371931,25.87537857,262.0059927,134.0758425,216.4888202,177.3458341
Carex_nigricans|ARK|spm00001638|Dornera,47.8786495,-123.7356481,22.01290323,109.3225806,35.87311828,6580.602151,190.4516129,-110.0150538,300.4666667,-7.079569892,67.24731183,108.6215054,-56.86021505,1107.215054,164.3053763,36.32473118,43.6516129,458.0580645,132.2989247,165.6817204,404.5741935
Carex_nigromarginata|ARK|spm00001121|Acrocystis,37.56136309,-84.16257441,129.5454545,126.3426573,34.78321678,8352.685315,308.3006993,-52.64335664,360.9440559,157.8951049,70.74125874,233.8111888,17.62937063,1160.48951,124.993007,68.74825175,17.18881119,346.8111888,233.0839161,301.4335664,262.5244755
Carex_nivalis|AFG|spm00003375|Aulocystis,35.69668874,74.52953642,-17.78145695,96.93377483,25.9205298,9188.768212,166.7615894,-200.8344371,367.5960265,-6.675496689,-33.70198675,95.58278146,-140.5827815,320.9668874,53.91390728,8.337748344,50.19205298,142.794702,34.85430464,65.90066225,78.40397351
Carex_normalis|ALA|spm00001059|Ovales,41.08053475,-82.22977407,97.49190939,116.9482201,30.17475728,9332.79288,288.1197411,-94.81877023,382.9385113,151.9935275,4.498381877,213.5501618,-27.98058252,1048.585761,111.6019417,59.99029126,19.62783172,314.4627832,200.8640777,291.9838188,209.7216828
Carex_norvegica|ORE|spm00001616|Racemosae,64.09737315,4.740875377,-1.334193326,71.00326797,26.88114895,6769.042484,140.8966288,-123.755246,264.6518748,48.26418989,-22.49810802,88.52941176,-84.13433093,903.1823185,108.5684555,45.86360509,26.89645683,296.7700378,152.2189542,246.1888545,221.0823873
Carex_nova|COL|spm00000700|Racemosae,39.35098103,-106.7839781,-1.981308411,147.0654206,39.76635514,7594.859813,191.7663551,-173.4579439,365.2242991,36.61682243,2.308411215,96.99065421,-94.90654206,678.1588785,77.12149533,36.44859813,22.34579439,210.1121495,128.8037383,188.1028037,161.0560748
Carex_nubigena|PAK|183085|Phleoideae,33.07343449,122.5264917,98.79220779,93.46753247,33.58441558,6832.980519,238.9350649,-48.05194805,286.987013,175.038961,30.43506494,184.2077922,10.23376623,1631.064935,251.7597403,53.42857143,54.61038961,679.8441558,179.2857143,653.0844156,213.2467532
Carex_nudata|CAL|spm00001440|Phacocystis,40.10003751,-122.1420521,117.607362,140.7699387,48.71779141,5301.340491,286.5368098,-3.963190184,290.5,59.49693252,183.5,187.3619632,54.21779141,976.8282209,180.5398773,5.788343558,77.39570552,493.7361963,33.47852761,40.33435583,476.0184049
Carex_obispoensis|CAL|spm00001797|Hymenochlaenae,35.45780688,-120.3567911,135,148.8392857,59.92857143,3510.75,270.5535714,22.08928571,248.4642857,100.6607143,173.0714286,182.1071429,93.44642857,497.2857143,99.30357143,1.232142857,88.80357143,271.1428571,5.053571429,15.71428571,263.2678571
Carex_obnupta|CAL|spm00001105|Phacocystis,43.501055,-123.4256443,108.1422764,100.5223577,48.18495935,3896.091463,226.3739837,17.20934959,209.1646341,65.44308943,155.4878049,159.097561,60.83130081,1411.843496,237.8882114,19.53455285,68.76422764,668.203252,85.04268293,96.56910569,628.7703252
Carex_obovatosquamata|CHC|spm00005893|Clandestinae,26.876096,100.229945,118,116,48,4488,217,-21,238,170,57,170,57,968,237,3,102,618,16,618,16
Carex_obscuriceps|EHM|spm00005802|Vesicariae,29.7836928,91.36381436,85.66666667,118,40.66666667,6114.833333,216.6666667,-77.66666667,294.3333333,131.5,22.16666667,157.1666667,1.833333333,991,236.8333333,5.333333333,87.5,605.8333333,29.33333333,455.8333333,37.83333333
Carex_obtusata|MAN|spm00001107|Obtusatae,56.75512981,-29.10783131,37.17560322,80.39678284,25.33780161,8363.753351,205.1769437,-109.4571046,314.6340483,136.8914209,-27.73324397,145.2037534,-66.55898123,464.883378,59.52949062,23.99597855,32.33780161,163.8512064,76.61394102,152.2533512,95.99597855
Carex_obtusifolia|NA|spm00004428|Uncinia,-41.17618613,174.3145666,99.25,89.25,46.875,3416.125,200.125,11.125,189,64.5,133.875,142.25,54.25,1863.875,196.5,102.5,17.875,565,368.5,373.25,548.5
Carex_occidentalis|MXC|spm00000282|Phaestoglochin,37.60909762,-109.3342153,54.85882353,159.3882353,42.77058824,7350.658824,251.8117647,-118.5117647,370.3235294,95.69411765,47.88823529,151.0235294,-35.88235294,546.5529412,79.36470588,19.47058824,42,213.2647059,73.68823529,142.0941176,148.1470588
Carex_oedipostyla|SPA|spm00000587|Gynobasidae,42.02544848,3.406576719,143.0230769,83.53846154,35.21538462,5287.807692,270.1307692,36.07692308,234.0538462,131.7846154,199.6923077,212.5,78.07692308,757.1230769,105.0923077,21.63846154,36.92307692,275.4153846,103.9923077,122.4846154,219.2538462
Carex_oklahomensis|ARK|spm00001111|Vulpinae,36.99694557,-89.28129181,141.4042553,122.4680851,33.21276596,8544.93617,321.9574468,-42.78723404,364.7446809,197.0425532,75.23404255,248.5319149,27.27659574,1103.744681,129.3617021,55.53191489,24.19148936,346.1276596,191.8297872,299.7234043,203.1276596
Carex_olbiensis|SPA|spm00000586|Paniceae,42.71955807,5.488663264,138.0116279,82.47093023,34.01744186,5498.877907,267.8895349,29.53488372,238.3546512,131.5930233,185.0523256,210.1744186,70.73255814,746.9825581,97.63953488,24.93604651,31.60465116,259.6744186,114.75,135.2325581,196.75
Carex_oligocarpa|ARK|spm00001532|Griseae,39.13713665,-90.14593488,117.8076923,123.3894231,31.15865385,9360.552885,310.3461538,-80.26442308,390.6105769,183.8221154,7.769230769,234.0048077,-8.543269231,1001.600962,120.9375,44.52403846,29.50961538,328.9519231,154.4663462,300.6346154,160.3317308
Carex_oligocarya|PAK|spm00003395|Clandestinae,35.93333333,74.668,14.76666667,97.6,25.63333333,9384.033333,203.3333333,-168.6,371.9333333,12.76666667,-27.33333333,131.0333333,-110.9666667,189.1666667,31.2,4.266666667,49.7,83.36666667,21.33333333,44.03333333,37.3
Carex_oligosperma|NWH|spm00001112|Vesicariae,48.65699135,-75.41135271,18.82379863,103.9107551,24.29519451,10883.09382,223.1052632,-199.2562929,422.3615561,105.798627,-67.9221968,151.6910755,-128.4302059,929.2356979,107.4530892,49.68649886,26.59496568,305.8970252,164.604119,279.7459954,191.1784897
Carex_opaca|OKL|spm00001133|Ovales,37.32634256,-94.06032003,137.59375,126.96875,32.28125,9069.59375,327.6875,-60.09375,387.78125,183.09375,33.71875,250.5,15.3125,1080.34375,133.125,42.4375,31.21875,357.53125,152.65625,305.5,156.4375
Carex_oreophila|TCS|spm00003471|Capituligerae,40.35424575,44.51201663,27.625,114.625,32.5,7940.625,208.75,-138,346.75,58.25,-76.25,125.75,-76.25,549.375,94.75,22.625,45.75,234.125,75.625,119.625,75.625
Carex_orizabae|MXC|spm00000283|Ovales,18.98066039,-98.04222759,131,148.2820513,70.05128205,1560.333333,232.2820513,22.07692308,210.2051282,141.4615385,110.9487179,148.4615385,108.8461538,1104.487179,211.0769231,15.23076923,86.43589744,592.9487179,50.25641026,322.1282051,60.92307692
Carex_ormostachya|MIC|spm00001134|Laxiflorae,45.84140704,-76.6072649,47.63291139,107.2151899,25.48101266,10517.16456,250.4936709,-163.3037975,413.7974684,139.0506329,-50.58227848,176.5063291,-94.7721519,949.278481,99.79746835,57.94936709,16.86075949,283.0632911,185.6708861,269.9367089,209.6329114
Carex_ornithopoda|YUG|spm00000560|Clandestinae,54.4095238,10.52352906,51.20730337,80.08103933,29.34494382,6742.647191,197.0213483,-73.01671348,270.0380618,113.7640449,8.39508427,138.3148876,-34.59719101,846.5223315,102.5978933,46.03117978,26.4622191,285.6623596,151.5247191,262.8733146,181.8224719
Carex_oronensis|MAI|spm00001898|Ovales,44.941525,-68.83597,61.5,116.5,28,9784,262,-142,404,16,-57,184,-70.5,1055.5,112,77,10.5,304.5,238,255.5,260
Carex_otrubae|SPA|spm00000559|Vulpinae,53.29892074,4.762619927,90.1829511,65.86603202,30.7307659,5315.94669,204.6918217,-8.029770662,212.7215924,102.5947209,57.35889225,158.3702293,24.17845089,778.0755517,84.1372566,44.04024232,19.35170922,240.3226309,144.6149719,197.5079186,191.5535266
Carex_ouachitana|WAS|spm00001538|Griseae,34.9656575,-91.8589225,152,132.25,36.75,7884.75,326,-28.5,354.5,170.75,129.5,250.5,46.25,1359.25,153.5,77,18.25,409.25,284.25,312.75,297.5
Carex_ovatispiculata|CHT|spm00006410|Remotae,26.6711105,98.833966,104.5,111.5,45.5,4768.5,204,-38,242,159.5,45,159.5,39,1028.5,210,12,80.5,565.5,46,565.5,47.5
Carex_ovoidispica|PAK|spm00003406|Kobresia,34.93400807,75.35028547,-2.537037037,94.22222222,26.57407407,8949.62963,174.8148148,-178.1481481,352.962963,3.166666667,-39.85185185,107.3148148,-122.037037,370.537037,59.38888889,8.907407407,47.51851852,154.7407407,40.85185185,114.8888889,75.37037037
Carex_oxylepis|KTY|spm00001137|Hymenochlaenae,34.458683,-87.3422246,159.7857143,128.1142857,38.17142857,7540.528571,322.9714286,-12.1,335.0714286,150.1428571,179.3142857,253.5142857,59,1293.542857,147.1142857,73.21428571,19.94285714,396.0714286,252.1857143,326.7285714,331.0428571
Carex_ozarkana|ARK|spm00002557|Ovales,34.7411755,-92.81031,159.5,130,36,7952.5,333.5,-19.5,353,159.5,133,259,53,1234.5,139.5,71.5,18,373,244.5,270,289
Carex_pachygyna|JAP|spm00002558|Siderostictae,34.98369806,134.4592117,131.75,89.61538462,27.57692308,8210.596154,298.4230769,-20.53846154,318.9615385,208.4807692,45.01923077,238.0576923,28.76923077,1631.211538,233.8846154,69.61538462,41.30769231,605.8269231,228.0769231,571.25,239.8653846
